AG.01	N-1323145	17.6	-61.8	Barbuda
MV.74	N-1306608	7.0	73.0	Ihavandiffulu Atoll
MV.74	N-1306608	7.0	73.0	Haa Alifu Atoll
MV.74	N-1306608	7.0	73.0	Thiladhunmathee Uthuruburi
MV.74	N-1306608	7.0	73.0	North Thiladhunmathi
MV.67	N-1306985	5.6	72.9	Malosmadulu North
MV.67	N-1306985	5.6	72.9	Raa Atholhu
MV.67	N-1306985	5.6	72.9	Raa Atoll
MV.67	N-1306985	5.6	72.9	Ra
MV.67	N-1306985	5.6	72.9	Malosmadulu Atoll
MV.67	N-1306985	5.6	72.9	Maalhosmadulu Uthuruburi
MV.67	N-1306985	5.6	72.9	North Maalhosmadulu
MV.69	N-1307012	6.2	73.1	Miladunmadulu North
MV.69	N-1307012	6.2	73.1	Shaviyani Atholhu
MV.69	N-1307012	6.2	73.1	Miladhunmadulu Uthuruburi
MV.69	N-1307012	6.2	73.1	Chaviyani
MV.69	N-1307012	6.2	73.1	North Miladhummadulu
MV.69	N-1307012	6.2	73.1	Miladummadulu Atoll North
MV.69	N-1307012	6.2	73.1	Shaviyani Atoll
MV.69	N-1307012	6.2	73.1	North Miladhunmadulu
MV.72	N-1306509	3.2	72.9	Nilandheatholhu Uthuruburi
MV.72	N-1306509	3.2	72.9	Faafu Atoll
MV.72	N-1306509	3.2	72.9	Nilandhe Atholhu Uthuruburi
MV.72	N-1306509	3.2	72.9	Faafu Atholhu
MV.72	N-1306509	3.2	72.9	Nilandu North
MV.72	N-1306509	3.2	72.9	North Nilandhoo
MV.72	N-1306509	3.2	72.9	Fafu
MV.72	N-1306509	3.2	72.9	Faaf Atoll
MV.72	N-1306509	3.2	72.9	Nilandu Atoll
MV.72	N-1306509	3.2	72.9	North Nilandhe Atoll
MV.73	N-1306609	6.6	72.9	South Thiladhunmathee
MV.73	N-1306609	6.6	72.9	Haa Dhaal Atoll
MV.73	N-1306609	6.6	72.9	Haa Dhaalu Atholhu
MV.73	N-1306609	6.6	72.9	Tiladummati Atoll
MV.73	N-1306609	6.6	72.9	Haa Dhaalu Atoll
MV.73	N-1306609	6.6	72.9	Haa-Dalu Atoll
MV.73	N-1306609	6.6	72.9	Haa Daalu Atoll
MV.73	N-1306609	6.6	72.9	Tiladunmati South
MV.73	N-1306609	6.6	72.9	Ha Dalu
MV.73	N-1306609	6.6	72.9	Thiladhunmathee Dhekunuburi
MV.73	N-1306609	6.6	72.9	South Thiladhunmathi
MV.55	N-1307011	-0.6	73.2	Sinu
MV.55	N-1307011	-0.6	73.2	Seenu Atholhu
MV.55	N-1307011	-0.6	73.2	Addu Atholhu
MV.55	N-1307011	-0.6	73.2	Seenu Atoll
MV.55	N-1307011	-0.6	73.2	Addu
MV.55	N-1307011	-0.6	73.2	Addu City
MV.55	N-1307011	-0.6	73.2	Addu Atoll
MV.59	N-1307061	3.5	73.5	Vaaf Atoll
MV.59	N-1307061	3.5	73.5	Vavu
MV.59	N-1307061	3.5	73.5	Felidhu Atholhu
MV.59	N-1307061	3.5	73.5	Waavu Atoll
MV.59	N-1307061	3.5	73.5	Felidheatholhu
MV.59	N-1307061	3.5	73.5	Felidhu Atoll
MV.59	N-1307061	3.5	73.5	Felidhuatholhu
MV.59	N-1307061	3.5	73.5	Felidu Atoll
MV.59	N-1307061	3.5	73.5	Vaavu Atholhu
MV.59	N-1307061	3.5	73.5	Vaavu Atoll
MV.62	N-1306574	0.4	73.2	Gafu Dalu
MV.62	N-1306574	0.4	73.2	Huvadu South
MV.62	N-1306574	0.4	73.2	Gaafu Dalu
MV.62	N-1306574	0.4	73.2	Gaafu Dhaalu Atoll
MV.62	N-1306574	0.4	73.2	Gaafu Daalu Atoll
MV.62	N-1306574	0.4	73.2	Gaafu Dhaalu Atholhu
MV.62	N-1306574	0.4	73.2	Suvadiva South
MV.62	N-1306574	0.4	73.2	Huvadhu Atholhu Dhekunuburi
MV.62	N-1306574	0.4	73.2	Huvadhuatholhu Dhekunuburi
MV.62	N-1306574	0.4	73.2	South Huvadhu Atoll
MX.02	N-1652188	30.0	-115.0	Estado de Baja California Norte
MX.02	N-1652188	30.0	-115.0	Territorio Norte Baja California
MX.02	N-1652188	30.0	-115.0	Distrito Norte Baja California
MX.02	N-1652188	30.0	-115.0	Baja California
MX.02	N-1652188	30.0	-115.0	Baja California
MX.03	N-1652190	25.8	-111.8	Territorio Sur Baja California
MX.03	N-1652190	25.8	-111.8	Distrito Sur Baja California
MX.03	N-1652190	25.8	-111.8	Baja California Sur
MX.03	N-1652190	25.8	-111.8	Baja California Sur
MX.05	N-1656965	16.5	-92.5	Chiapas
MX.05	N-1656965	16.5	-92.5	Chiapas
MX.10	N-1661007	24.8	-104.8	Durango
MX.10	N-1661007	24.8	-104.8	Durango
MX.11	N-1669989	21.0	-101.0	Estado de Guanajuato
MX.11	N-1669989	21.0	-101.0	Guanajuato
MX.12	N-1670205	17.7	-100.0	Estado de Guerrero
MX.12	N-1670205	17.7	-100.0	Guerrero
MX.13	N-1670551	20.5	-99.0	Estado de Hidalgo
MX.13	N-1670551	20.5	-99.0	Hidalgo
MX.14	N-1671789	20.3	-103.7	Estado de Jalisco
MX.14	N-1671789	20.3	-103.7	Jalisco
MX.20	N-1685631	17.0	-96.5	Oxaca
MX.20	N-1685631	17.0	-96.5	Estado de Oaxaca
MX.20	N-1685631	17.0	-96.5	Oaxaca
MX.24	N-1698753	22.5	-100.5	Estado de San Luis Potosi
MX.24	N-1698753	22.5	-100.5	San Luis Potosi
MX.25	N-1703225	25.0	-107.5	Estado de Sinaloa
MX.25	N-1703225	25.0	-107.5	Sinaloa
MX.27	N-1703728	18.0	-92.7	Estado de Tabasco
MX.27	N-1703728	18.0	-92.7	Tabasco
MX.28	N-1703947	24.0	-98.8	Estado de Tamaulipas
MX.28	N-1703947	24.0	-98.8	Tamaulipas
MX.29	N-1706146	19.4	-98.2	Estado de Tlaxcala
MX.29	N-1706146	19.4	-98.2	Tlaxcala
MX.30	N-1707823	19.3	-96.7	Estado de Veracruz
MX.30	N-1707823	19.3	-96.7	Veracruz-Llave
MX.30	N-1707823	19.3	-96.7	Estado de Veracruz-Llave
MX.30	N-1707823	19.3	-96.7	Estado de Veracruz de Ignacio de la Llave
MX.30	N-1707823	19.3	-96.7	Veracruz
MX.01	N-1649887	22.0	-102.4	Aguascalientes
MX.01	N-1649887	22.0	-102.4	Aguascalientes
MX.04	N-1654646	18.8	-90.2	Campeche
MX.04	N-1654646	18.8	-90.2	Campeche
MX.06	N-1657144	28.8	-106.2	Chihuahua
MX.06	N-1657144	28.8	-106.2	Chihuahua
MX.08	N-1658435	19.1	-103.9	Colima
MX.08	N-1658435	19.1	-103.9	Colima
MX.15	N-1683343	19.4	-99.7	Mexico
MX.15	N-1683343	19.4	-99.7	Mexico
MX.15	N-1683343	19.4	-99.7	Estado de Mexico
MX.17	N-1684333	18.8	-99.1	Estado de Morelos
MX.17	N-1684333	18.8	-99.1	Morelos
MX.18	N-1684897	21.8	-104.8	Tepic
MX.18	N-1684897	21.8	-104.8	Estado de Nayarit
MX.18	N-1684897	21.8	-104.8	Nayarit
MX.19	N-1685550	25.6	-99.8	Nuevo Leon
MX.19	N-1685550	25.6	-99.8	Nuevo Leon
MX.19	N-1685550	25.6	-99.8	Estado de Nuevo Leon
MX.21	N-1690062	18.8	-97.9	Estado de Puebla
MX.21	N-1690062	18.8	-97.9	Puebla
MX.23	N-1690733	19.7	-88.2	Territorio de Quintana Roo
MX.23	N-1690733	19.7	-88.2	Quintana
MX.23	N-1690733	19.7	-88.2	Estado de Quintana Roo
MX.23	N-1690733	19.7	-88.2	Quintana Roo
MX.26	N-1703528	29.7	-110.5	Estado de Sonora
MX.26	N-1703528	29.7	-110.5	Sonora
MX.31	N-1708921	20.8	-88.8	Yucatan
MX.31	N-1708921	20.8	-88.8	Yucatan
MX.31	N-1708921	20.8	-88.8	Estado de Yucatan
MX.32	N-1708986	23.2	-103.0	Estado de Zacatecas
MX.32	N-1708986	23.2	-103.0	Zacatecas
MX.22	N-1690673	20.9	-99.8	Queretaro
MX.22	N-1690673	20.9	-99.8	Queretaro de Arteaga
MX.22	N-1690673	20.9	-99.8	Estado de Queretaro de Arteaga
MX.22	N-1690673	20.9	-99.8	Estado de Queretaro
MX.09	N-1668516	19.3	-99.1	The Federal District
MX.09	N-1668516	19.3	-99.1	Ciudad de Mexico
MX.09	N-1668516	19.3	-99.1	Distrito Federal
MX.16	N-1683492	19.2	-101.8	Michoacan
MX.16	N-1683492	19.2	-101.8	Estado de Michoacan
MX.16	N-1683492	19.2	-101.8	Michoacan de Ocampo
MX.16	N-1683492	19.2	-101.8	Michoacan
MX.16	N-1683492	19.2	-101.8	Estado de Michoacan de Ocampo
MX.07	N-1658164	27.3	-102.0	Estado de Coahuila
MX.07	N-1658164	27.3	-102.0	Coahuila
MX.07	N-1658164	27.3	-102.0	Coahuila de Zaragoza
MX.07	N-1658164	27.3	-102.0	Coahuila
MY.05	N-2405161	2.8	102.2	State of Negri Sembilan
MY.05	N-2405161	2.8	102.2	Negeri Sembilan
MY.01	N-2405151	2.0	103.5	State of Johore
MY.01	N-2405151	2.0	103.5	Johore
MY.01	N-2405151	2.0	103.5	State of Johor
MY.01	N-2405151	2.0	103.5	Johor
MY.01	N-2405151	2.0	103.5	Johor
MY.02	N-2405152	6.0	100.7	State of Kedah
MY.02	N-2405152	6.0	100.7	Kedah
MY.02	N-2405152	6.0	100.7	Kedah
MY.03	N-2405160	5.3	102.0	State of Kelantan
MY.03	N-2405160	5.3	102.0	Kelantan
MY.03	N-2405160	5.3	102.0	Kelantan
MY.14	N-2405154	3.1	101.7	Federal Territory
MY.14	N-2405154	3.1	101.7	Daerah Kuala Lumpur
MY.14	N-2405154	3.1	101.7	Wilayah Persekutuan
MY.14	N-2405154	3.1	101.7	Federal Territory of Kuala Lumpur
MY.14	N-2405154	3.1	101.7	Kuala Lumpur
MY.14	N-2405154	3.1	101.7	Kuala Lumpur
MY.14	N-2405154	3.1	101.7	Wilayah Persekutuan
MY.15	N-2403942	5.3	115.2	Federal Territory of Labuan
MY.15	N-2403942	5.3	115.2	Labuan
MY.15	N-2403942	5.3	115.2	Labuan
MY.04	N-2405170	2.2	102.2	State of Malacca
MY.04	N-2405170	2.2	102.2	State of Melaka
MY.04	N-2405170	2.2	102.2	Settlement of Malacca
MY.04	N-2405170	2.2	102.2	Melaka
MY.04	N-2405170	2.2	102.2	Melaka
MY.06	N-2405162	3.5	102.8	State of Pahang
MY.06	N-2405162	3.5	102.8	Pahang
MY.06	N-2405162	3.5	102.8	Negeri Pahang
MY.07	N-2405163	5.0	101.0	State of Perak
MY.07	N-2405163	5.0	101.0	Perak
MY.07	N-2405163	5.0	101.0	Negeri Perak
MY.08	N-2405164	6.5	100.2	State of Perlis
MY.08	N-2405164	6.5	100.2	Perlis
MY.08	N-2405164	6.5	100.2	Negeri Perlis
MY.09	N-2405153	5.3	100.3	Pulau Pinang
MY.09	N-2405153	5.3	100.3	Negeri Pulau Pinang
MY.17	N9198118	2.9	101.7	Putrajaya
MY.17	N9198118	2.9	101.7	Putrajaya
MY.16	N-2405166	5.5	117.0	British North Borneo
MY.16	N-2405166	5.5	117.0	Sabah Negeri
MY.16	N-2405166	5.5	117.0	North Borneo
MY.16	N-2405166	5.5	117.0	Sabah
MY.16	N-2405166	5.5	117.0	Sabah
MY.11	N-2405167	2.5	113.5	Sarawak Negeri
MY.11	N-2405167	2.5	113.5	Serawak
MY.11	N-2405167	2.5	113.5	Sarawak
MY.11	N-2405167	2.5	113.5	Sarawak
MY.12	N-2405168	3.2	101.5	State of Selangor
MY.12	N-2405168	3.2	101.5	Selangor
MY.12	N-2405168	3.2	101.5	Negeri Selangor
MY.13	N-2405169	5.0	103.0	Trengganu
MY.13	N-2405169	5.0	103.0	State of Terengganu
MY.13	N-2405169	5.0	103.0	Terengganu
MY.13	N-2405169	5.0	103.0	Negeri Terengganu
MZ.06	N-326345	-15.0	39.0	Nampula
MZ.06	N-326345	-15.0	39.0	Nampula
MZ.06	N-326345	-15.0	39.0	Distrito de Nampula
MZ.07	N-329696	-13.0	37.0	Niassa
MZ.07	N-329696	-13.0	37.0	Province do Niassa
MZ.07	N-329696	-13.0	37.0	Niassa
MZ.07	N-329696	-13.0	37.0	Distrito de Niassa
MZ.05	N-332910	-19.8	34.9	Sofala
MZ.05	N-332910	-19.8	34.9	ProvinciadeSofala
MZ.05	N-332910	-19.8	34.9	Provincia de Beira
MZ.05	N-332910	-19.8	34.9	Distrito da Beira
MZ.08	N-333704	-15.5	33.0	Tete
MZ.08	N-333704	-15.5	33.0	ProvinciadeTete
MZ.08	N-333704	-15.5	33.0	Distrito de Tete
MZ.08	N-333704	-15.5	33.0	IntendenciadeTete
MZ.09	N-335409	-17.0	37.0	Zambezi
MZ.09	N-335409	-17.0	37.0	Zambezia
MZ.09	N-335409	-17.0	37.0	ProvinciadeZambezia
MZ.09	N-335409	-17.0	37.0	Provincia da Zambezia
MZ.09	N-335409	-17.0	37.0	Distrito de Zambézia
MZ.10	N-318733	-19.0	33.5	Manica
MZ.10	N-318733	-19.0	33.5	Manica
MZ.10	N-318733	-19.0	33.5	Distrito de Vila Pery
MZ.01	N-307828	-12.5	39.0	Cabo Delgado
MZ.01	N-307828	-12.5	39.0	Cabo Delgado
MZ.01	N-307828	-12.5	39.0	IntendenciadeCaboDelgado
MZ.01	N-307828	-12.5	39.0	Distrito de Cabo Delgado
MZ.03	N-314553	-23.0	34.5	Inhambane
MZ.03	N-314553	-23.0	34.5	Inhambane
MZ.03	N-314553	-23.0	34.5	IntendenciadeInhambane
MZ.03	N-314553	-23.0	34.5	Distrito de Inhambane
MZ.02	N-313601	-23.5	33.0	Gaza
MZ.02	N-313601	-23.5	33.0	Gaza
MZ.02	N-313601	-23.5	33.0	IntendenciadeGaza
MZ.02	N-313601	-23.5	33.0	Distrito de Gaza
MZ.11	N-316199	-26.0	32.6	Maputo
MZ.11	N-316199	-26.0	32.6	Cidade de Maputo
MZ.11	N-316199	-26.0	32.6	Concelho de Lourenço Marques
MZ.04	N-319032	-25.5	32.3	Maputo Province
MZ.04	N-319032	-25.5	32.3	Lourenco Marquess
MZ.04	N-319032	-25.5	32.3	Maputo
MZ.04	N-319032	-25.5	32.3	IntendenciadeLourencoMarques
MZ.04	N-319032	-25.5	32.3	Distrito de Lourenço Marques
MZ.04	N-319032	-25.5	32.3	Maputo
NC.01	N12288702	-21.0	167.3	Province des Iles Loyautes
NC.01	N12288702	-21.0	167.3	Islands Province
NC.01	N12288702	-21.0	167.3	Province of the Loyalty Islands
NC.01	N12288702	-21.0	167.3	Province Iles
NC.02	N12288704	-20.8	164.8	Province Nord
NC.02	N12288704	-20.8	164.8	North Province
NC.03	N12288706	-21.9	166.2	Province Sud
NC.03	N12288706	-21.9	166.2	South Province
NE.08	N9076730	13.5	2.1	Niamey
NE.08	N9076730	13.5	2.1	Niamey
NE.01	N-1077351	19.8	10.2	Agadez
NE.01	N-1077351	19.8	10.2	Agadez
NE.01	N-1077351	19.8	10.2	Departement d'Agadez
NE.03	N-1079950	13.5	3.5	Dosso
NE.03	N-1079950	13.5	3.5	Dosso
NE.03	N-1079950	13.5	3.5	Departement de Dosso
NE.04	N-1084151	14.2	7.2	Maradi
NE.04	N-1084151	14.2	7.2	Maradi
NE.04	N-1084151	14.2	7.2	Departement de Maradi
NE.06	N-1086071	16.0	5.5	Tahoua
NE.06	N-1086071	16.0	5.5	Region de Tahoua
NE.06	N-1086071	16.0	5.5	Departement de Tahoua
NE.09	N9076729	14.3	2.1	Tillaberi
NE.09	N9076729	14.3	2.1	Region de Tillaberi
NE.09	N9076729	14.3	2.1	Departement de Tillaberi
NE.07	N-1087653	15.0	10.5	Zinder
NE.07	N-1087653	15.0	10.5	Region de Zinder
NE.07	N-1087653	15.0	10.5	Departement de Zinder
NE.02	N-1079734	16.0	13.5	Diffa
NE.02	N-1079734	16.0	13.5	Diffa
NE.02	N-1079734	16.0	13.5	Departement de Diffa
NE.0	N-1084960	14.0	2.0	Departement de Niamey
VU.16	N394177	-16.2	167.8	Malampa
VU.16	N394177	-16.2	167.8	Malampa
VU.17	N394178	-15.5	168.0	Penama
VU.17	N394178	-15.5	168.0	Penama
VU.13	N-2139212	-15.3	166.8	Santo/Malo
VU.13	N-2139212	-15.3	166.8	Sanma
VU.13	N-2139212	-15.3	166.8	Sanma
VU.18	N394187	-17.3	168.5	Shefa
VU.18	N394187	-17.3	168.5	Shefa
VU.15	N-2139372	-19.5	169.5	Tafea
VU.15	N-2139372	-19.5	169.5	Tafea
VU.07	N-2136688	-13.8	167.5	Torba
VU.07	N-2136688	-13.8	167.5	Torba
VU.07	N-2136688	-13.8	167.5	Banks/Torres
VU.0	N-2139271	-17.2	168.5	Shepherd
VU.0	N-2136594	-15.2	168.0	Aoba/Maewo
VU.0	N-2136533	-16.2	168.2	Ambrym
VU.0	N-2138844	-15.8	168.2	Pentecost
VU.0	N-2138844	-15.8	168.2	Pentecote
VU.0	N-2137986	-16.3	167.5	Malakula
VU.0	N-2138721	-16.5	168.5	Paama
VU.0	N-2137020	-16.8	168.3	Epi
VU.0	N-2136967	-17.8	168.5	Efate
NG.25	N-1999834	6.3	7.0	Udi State
NG.25	N-1999834	6.3	7.0	Anambra
NG.25	N-1999834	6.3	7.0	Anambara
NG.25	N-1999834	6.3	7.0	Anambra
NG.56	N9098621	8.5	8.2	Nasarawa
NG.56	N9098621	8.5	8.2	Nasarawa
NG.56	N9098621	8.5	8.2	Nassarawa
NG.56	N9098621	8.5	8.2	Nassarawa State
NG.27	N-2003010	11.5	13.0	Bornu
NG.27	N-2003010	11.5	13.0	Borno
NG.27	N-2003010	11.5	13.0	Borno
NG.51	N-2026915	13.1	5.2	Rima State
NG.51	N-2026915	13.1	5.2	Sokoto
NG.51	N-2026915	13.1	5.2	Sokoto
NG.43	N9153503	8.0	10.5	Taraba
NG.43	N9153503	8.0	10.5	Taraba
NG.44	N9153504	12.0	11.5	Yobe
NG.44	N9153504	12.0	11.5	Yobe
NG.57	N9098622	12.2	6.2	Zamfara
NG.57	N9098622	12.2	6.2	Zamfara
NG.22	N-2003914	5.8	8.5	Damba
NG.22	N-2003914	5.8	8.5	Cross River
NG.22	N-2003914	5.8	8.5	South-Eastern State
NG.22	N-2003914	5.8	8.5	Cross River
NG.39	N29625	12.0	9.8	Jigawa
NG.39	N29625	12.0	9.8	Jigawa
NG.36	N29267	5.5	6.0	Delta
NG.36	N29267	5.5	6.0	Delta
NG.53	N9098617	6.2	8.1	Ebonyi
NG.53	N9098617	6.2	8.1	Ebonyi
NG.37	N29623	6.5	6.0	Edo
NG.37	N29623	6.5	6.0	Edo
NG.54	N9098618	7.7	5.2	Ekiti
NG.54	N9098618	7.7	5.2	Ekiti
NG.47	N29624	6.5	7.5	Enugu
NG.47	N29624	6.5	7.5	Enugu
NG.55	N9098619	10.2	11.2	Gombe
NG.55	N9098619	10.2	11.2	Gombe
NG.28	N-2012271	5.5	7.2	Imo
NG.28	N-2012271	5.5	7.2	Imo
NG.23	N-2014091	10.3	7.8	North-Central State
NG.23	N-2014091	10.3	7.8	Kaduna
NG.23	N-2014091	10.3	7.8	Kaduna
NG.29	N-2014618	11.5	8.5	Kano
NG.29	N-2014618	11.5	8.5	Kano
NG.24	N-2015017	12.2	7.5	Katsina
NG.24	N-2015017	12.2	7.5	Katsina
NG.40	N9153499	11.5	4.0	Kebbi
NG.40	N9153499	11.5	4.0	Kebbi
NG.41	N9153500	7.8	6.8	Kogi
NG.41	N9153500	7.8	6.8	Kogi
NG.30	N-2017029	8.5	5.0	Kwara
NG.30	N-2017029	8.5	5.0	Kwara
NG.05	N-2017361	6.6	3.8	Lagos
NG.05	N-2017361	6.6	3.8	Lagos
NG.31	N-2020892	10.0	6.0	Niger
NG.31	N-2020892	10.0	6.0	Niger
NG.16	N-2022272	7.0	3.6	Ogun
NG.16	N-2022272	7.0	3.6	Ogun
NG.48	N-2023650	7.2	5.1	Ondo
NG.48	N-2023650	7.2	5.1	Ondo
NG.42	N9153501	7.5	4.5	Osun
NG.42	N9153501	7.5	4.5	Osun
NG.32	N-2024630	8.0	4.0	Yoruba Central State
NG.32	N-2024630	8.0	4.0	Oyo
NG.32	N-2024630	8.0	4.0	Oyo
NG.49	N-2024992	9.2	9.8	Plateau
NG.49	N-2024992	9.2	9.8	Plateau
NG.50	N-2025387	4.8	6.8	Rivers
NG.50	N-2025387	4.8	6.8	Rivers
NG.45	N29261	5.4	7.5	Abia
NG.45	N29261	5.4	7.5	Abia
NG.11	N-1997015	8.8	7.2	Abuja Capital Territory
NG.11	N-1997015	8.8	7.2	Abuja (F.C.T.)
NG.11	N-1997015	8.8	7.2	FCT
NG.11	N-1997015	8.8	7.2	Federal Capital Territory
NG.11	N-1997015	8.8	7.2	Abuja Federal Capital Territory
NG.21	N-1998981	5.0	7.8	Akwa Ibom
NG.21	N-1998981	5.0	7.8	Akwa Ibom
NG.46	N-2002332	10.5	10.0	Bauchi
NG.46	N-2002332	10.5	10.0	Bauchi
NG.52	N9098614	4.8	6.1	Bayelsa
NG.52	N9098614	4.8	6.1	Bayelsa
NG.26	N-2002535	7.3	8.8	Benue
NG.26	N-2002535	7.3	8.8	Benue
NG.0	N-2002534	8.0	9.0	Benue-Plateau
NG.0	N9153496	6.0	6.0	Mid-Western State
NG.0	N9153496	6.0	6.0	Mid-Western
NG.0	N9153496	6.0	6.0	Bendel
NG.0	N9153496	6.0	6.0	Bendel
NG.0	N-2009391	8.5	11.5	Gongola
NG.0	N-2009391	8.5	11.5	Gongola
NG.0	N-2005641	6.0	7.5	East-Central
NG.0	N-2005641	6.0	7.5	Central-Eastern
NG.0	N-2021095	11.0	12.0	North-Eastern
NG.0	N-2021103	11.0	5.5	North-Western
NG.0	N-2030801	7.5	4.0	Western
NG.35	N29565	9.3	12.5	Adamawa
NG.35	N29565	9.3	12.5	Adamawa
NL.01	N-2143648	52.8	6.6	Drente
NL.01	N-2143648	52.8	6.6	Drent
NL.01	N-2143648	52.8	6.6	Drenthe
NL.01	N-2143648	52.8	6.6	Drenthe
NL.16	N451545	52.5	5.7	Flevoland
NL.16	N451545	52.5	5.7	Flevoland
NL.03	N-2144648	52.0	5.8	Gelderland
NL.03	N-2144648	52.0	5.8	Gelderland
NL.04	N-2145034	53.2	6.8	Groningen
NL.04	N-2145034	53.2	6.8	Groningen
NL.05	N-2148693	51.2	6.0	Limburg
NL.05	N-2148693	51.2	6.0	Limburg
NL.06	N-2150301	51.7	5.0	Brabant
NL.06	N-2150301	51.7	5.0	Noord-Brabant
NL.06	N-2150301	51.7	5.0	Noord-Brabant
NL.06	N-2150301	51.7	5.0	North Brabant
NL.07	N-2150412	52.6	4.9	Nord-Holland
NL.07	N-2150412	52.6	4.9	Noord-Holland
NL.07	N-2150412	52.6	4.9	Noord-Holland
NL.07	N-2150412	52.6	4.9	North Holland
NL.15	N-2151454	52.4	6.5	Overijssel
NL.15	N-2151454	52.4	6.5	Overijssel
NL.09	N-2154385	52.0	5.2	Utrecht
NL.09	N-2154385	52.0	5.2	Provincie Utrecht
NL.10	N-2156287	51.4	3.8	Seeland
NL.10	N-2156287	51.4	3.8	Provincie Zeeland
NL.10	N-2156287	51.4	3.8	Zeeland
NL.10	N-2156287	51.4	3.8	Zealand
NL.11	N-2156600	52.0	4.7	Sudholland
NL.11	N-2156600	52.0	4.7	Zuid-Holland
NL.11	N-2156600	52.0	4.7	Provincie Zuid-Holland
NL.11	N-2156600	52.0	4.7	South Holland
NL.02	N-2144468	53.2	5.8	Fryslan
NL.02	N-2144468	53.2	5.8	Fryslân
NL.02	N-2144468	53.2	5.8	Fryslan
NL.02	N-2144468	53.2	5.8	Fryslân
NL.02	N-2144468	53.2	5.8	Provincie Friesland
NL.02	N-2144468	53.2	5.8	Friesland
NL.17	N10962425	12.2	-68.3	Boneiru
NL.17	N10962425	12.2	-68.3	Boneiru
NL.17	N10962425	12.2	-68.3	Bonaire
NL.17	N10962425	12.2	-68.3	Bonaire
NL.18	N10963026	17.6	-63.2	Saba
NL.18	N10963026	17.6	-63.2	Openbaar Lichaam Saba
NL.18	N10963026	17.6	-63.2	Saba
NL.18	N10963026	17.6	-63.2	Public Entity Saba
NL.19	N10963027	17.5	-63.0	Openbaar Lichaam Sint Eustatius
NL.19	N10963027	17.5	-63.0	Sint Eustatius
NL.19	N10963027	17.5	-63.0	Public Entity Sint Eustatius
NL.19	N10963027	17.5	-63.0	Statia
NL.19	N10963027	17.5	-63.0	Sint Eustatius
NL.19	N10963027	17.5	-63.0	Statia
NO.21	N14498425	64.0	11.0	Troondelagen Fylhke
NO.21	N14498425	64.0	11.0	Trondelag Fylke
NO.21	N14498425	64.0	11.0	Trondelag
NO.21	N14498425	64.0	11.0	Trondelaga
NO.21	N14498425	64.0	11.0	Troondelagen Fylhkenttjielte
NO.21	N14498425	64.0	11.0	Troondelage
NO.0	N-255125	60.4	9.2	Buskerud
NO.0	N-255125	60.4	9.2	Buskerud Fylke
NO.0	N-263930	60.2	6.0	Hordaland
NO.0	N-263930	60.2	6.0	Hordaland Fylke
NO.0	N-262312	61.5	11.8	Hedmark
NO.0	N-262312	61.5	11.8	Hedmark Fylke
NO.0	N-252073	58.8	8.0	Aust-Agder
NO.0	N-252073	58.8	8.0	Aust-Agder Fylke
NO.0	N-250831	60.0	11.2	Akershus Fylke
NO.0	N-250831	60.0	11.2	Akershus
NO.0	N-257567	70.0	25.0	Finnmarku
NO.0	N-257567	70.0	25.0	Finnmarkku Fylka
NO.0	N-257567	70.0	25.0	Finnmark
NO.0	N-257567	70.0	25.0	Finnmark Fylke
NO.0	N-273585	61.2	9.7	Opland
NO.0	N-273585	61.2	9.7	Oppland
NO.0	N-273585	61.2	9.7	Oppland Fylke
NO.08	N-271233	62.7	7.8	More
NO.08	N-271233	62.7	7.8	Romsdal
NO.08	N-271233	62.7	7.8	More og Romsdal
NO.08	N-271233	62.7	7.8	More og Romsdal Fylke
NO.09	N-272635	67.0	14.7	Nordland
NO.09	N-272635	67.0	14.7	Nordland
NO.12	N-273839	59.9	10.7	Oslo
NO.12	N-273839	59.9	10.7	Oslo
NO.14	N-275810	59.0	6.2	Rogaland
NO.14	N-275810	59.0	6.2	Rogaland
NO.0	N-280471	63.0	10.7	Sor-Trondelag Fylke
NO.0	N-280471	63.0	10.7	Sor-Trondelag
NO.0	N-272822	64.4	12.0	Nord-Trondelag
NO.0	N-272822	64.4	12.0	Nord-Trondelag Fylke
NO.0	N-273897	59.3	11.5	Ostfold
NO.0	N-273897	59.3	11.5	Ostfold Fylke
NO.0	N-279858	61.5	6.8	Sogn og Fjordane
NO.0	N-279858	61.5	6.8	Sogn og Fjordane Fylke
NO.0	N-283531	59.5	8.7	Telemark
NO.0	N-283531	59.5	8.7	Telemark Fylke
NO.0	N-284404	69.2	19.7	Romsa
NO.0	N-284404	69.2	19.7	Romssa Fylka
NO.0	N-284404	69.2	19.7	Troms
NO.0	N-284404	69.2	19.7	Troms Fylke
NO.0	N-286419	58.5	7.2	Vest-Agder
NO.0	N-286419	58.5	7.2	Vest-Agder Fylke
NO.22	N14866644	58.8	7.8	Agder Fylke
NO.22	N14866644	58.8	7.8	Agder
NO.23	N14866645	61.0	10.4	Innlandet
NO.23	N14866645	61.0	10.4	Innlandet
NO.24	N14866646	69.8	23.5	Troms og Finnmark Fylke
NO.24	N14866646	69.8	23.5	Troms og Finnmark
NO.24	N14866646	69.8	23.5	Romssa ja Finnmarkku Fylka
NO.24	N14866646	69.8	23.5	Romsa ja Finnmarku
NO.24	N14866646	69.8	23.5	Tromssa ja Finnmarkku
